,Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
2372,Royal,Riyadh,Genesis,Automatic,Saudi,Full,2015,5.0,98000,False,111000
2373,Marquis,Riyadh,Ford,Automatic,Saudi,Semi Full,2009,4.6,300000,False,17000
2374,Corolla,Al-Ahsa,Toyota,Manual,Gulf Arabic,Full,2006,1.8,320000,False,18000
2375,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,5.5,169000,False,44000
2376,Yukon,Makkah,GMC,Automatic,Other,Full,2015,5.3,130000,False,128000
2377,Range Rover,Qassim,Land Rover,Automatic,Saudi,Full,2020,2.0,4200,False,290000
2378,Silverado,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2010,5.3,228,False,29000
2379,Cruze,Taef,Chevrolet,Automatic,Saudi,Standard,2013,1.8,120000,False,18000
2380,Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2016,3.5,209000,False,50000
2381,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,5.2,201866,False,57000
2382,Escalade,Khobar,Cadillac,Automatic,Other,Full,2007,6.2,273000,False,39000
2383,Duster,Dammam,Renault,Automatic,Saudi,Full,2019,1.6,27000,False,54000
2384,Yaris,Aseer,Toyota,Automatic,Saudi,Standard,2017,1.5,250000,False,26000
2385,Cruze,Jeddah,Chevrolet,Automatic,Saudi,Semi Full,2012,1.8,12300,True,0
2386,LS,Riyadh,Lexus,Automatic,Saudi,Full,2011,4.6,149000,True,0
2387,Passat,Jeddah,Volkswagen,Automatic,Gulf Arabic,Full,2015,2.5,90000,False,55000
2388,H6,Riyadh,HAVAL,Automatic,Saudi,Full,2020,2.0,16000,False,72000
2389,Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2017,1.5,140000,True,0
2390,Avalon,Aseer,Toyota,Automatic,Saudi,Full,2013,3.5,169000,False,75000
2391,Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2019,2.5,62000,False,1595
2392,NX,Jeddah,Lexus,Automatic,Saudi,Full,2020,2.0,4100,False,170000
2393,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2013,5.4,300000,False,49500
2394,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2019,4.6,33700,True,0
2395,Yaris,Al-Medina,Toyota,Automatic,Saudi,Standard,2016,1.5,160,False,26500
2396,Dyna,Tabouk,Isuzu,Manual,Saudi,Semi Full,2008,3.0,130,True,0
2397,Elantra,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2019,2.0,55000,False,60000
2398,F150,Qassim,Ford,Automatic,Saudi,Full,2013,6.5,419000,True,0
2399,Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2015,1.6,116633,False,25500
2400,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.4,263000,False,48000
2401,CX9,Riyadh,Mazda,Automatic,Saudi,Full,2019,2.5,65000,True,0
2402,Land Cruiser,Makkah,Toyota,Automatic,Saudi,Full,2013,4.6,254,True,0
2403,Grand Cherokee,Tabouk,Jeep,Automatic,Gulf Arabic,Full,2013,6.4,136000,False,85000
2404,Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2020,2.5,25000,False,95000
2405,Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2015,2.7,452000,True,0
2406,Panamera,Dammam,Porsche,Automatic,Saudi,Full,2011,3.0,113000,False,99000
2407,VTC,Dammam,Nissan,Automatic,Saudi,Standard,2016,4.0,112000,False,106000
2408,C,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2018,2.0,57000,False,167000
2409,Platinum,Riyadh,Genesis,Automatic,Saudi,Semi Full,2016,3.5,179000,False,82000
2410,Yaris,Al-Jouf,Toyota,Automatic,Saudi,Semi Full,2016,1.5,130000,False,30000
2411,Accord,Al-Medina,Honda,Automatic,Saudi,Semi Full,2017,2.4,80000,True,0
2412,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,72418,False,27500
2413,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,48511,False,40000
2414,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.5,61000,False,77000
2415,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2015,1.3,200000,False,25000
2416,Range Rover,Al-Medina,Land Rover,Automatic,Saudi,Full,2017,3.0,72500,False,295000
2417,Expedition,Aseer,Ford,Automatic,Saudi,Semi Full,2021,1.6,2500,False,207000
2418,Wrangler,Jazan,Jeep,Automatic,Saudi,Standard,2019,3.6,79000,False,140000
2419,Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2020,2.0,10000,False,63000
2420,Edge,Riyadh,Ford,Automatic,Saudi,Standard,2016,3.6,197000,False,62000
2421,Taurus,Qassim,Ford,Automatic,Saudi,Standard,2015,3.5,253000,True,0
2422,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,5.3,55700,True,0
2423,Copper,Riyadh,MINI,Manual,Saudi,Full,2018,2.0,59000,False,85000
2424,Camry,Sabya,Toyota,Manual,Saudi,Full,2008,2.5,500000,True,0
2425,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2006,4.5,199000,False,77000
2426,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,206000,False,37000
2427,Corolla,Riyadh,Toyota,Manual,Saudi,Standard,2005,1.3,801500,False,14000
2428,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,140000,True,0
2429,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,131099,False,36500
2430,Wrangler,Makkah,Jeep,Automatic,Saudi,Full,2014,3.6,88000,False,89000
2431,Expedition,Jeddah,Ford,Automatic,Saudi,Semi Full,2013,5.4,316,True,0
2432,Soul,Riyadh,Kia,Automatic,Saudi,Semi Full,2016,2.0,142000,True,0
2433,Compass,Riyadh,Jeep,Automatic,Saudi,Full,2011,2.4,245000,False,24000
2434,Pajero,Hafar Al-Batin,Mitsubishi,Automatic,Saudi,Full,2007,3.5,300000,True,0
2435,Accord,Qassim,Honda,Automatic,Saudi,Semi Full,2016,2.4,15000,False,65000
2436,Innova,Jeddah,Toyota,Automatic,Saudi,Full,2017,2.7,247000,False,55000
2437,Victoria,Najran,Ford,Automatic,Other,Standard,2003,4.6,280000,True,0
2438,Tucson,Jeddah,Hyundai,Automatic,Gulf Arabic,Standard,2015,2.0,66000,False,47000
2439,Q5,Jeddah,Audi,Automatic,Saudi,Full,2012,2.0,339,False,31000
2440,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2015,2.5,130020,False,56500
2441,Rio,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.4,272232,False,26500
2442,Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016,2.7,213557,False,63000
2443,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,3.5,180,True,0
2444,CX9,Qassim,Mazda,Automatic,Saudi,Full,2015,2.5,62000,False,76000
2445,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,100000,False,52000
2446,Hiace,Qassim,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,146000,False,55000
2447,G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2020,3.8,11000,False,125000
2448,Civic,Jeddah,Honda,Automatic,Other,Semi Full,2006,1.6,305000,True,0
2449,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2013,5.7,222816,False,153500
2450,Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,39000,False,131500
2451,Suburban,Jeddah,Chevrolet,Automatic,Other,Semi Full,2001,3.8,290000,True,0
2452,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2019,1.5,80000,False,35500
2453,Copper,Riyadh,MINI,Automatic,Gulf Arabic,Full,2016,2.0,42000,False,95000
2454,Sportage,Jeddah,Kia,Automatic,Saudi,Standard,2019,1.6,46000,False,65000
2455,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,96341,False,26000
2456,Hilux,Riyadh,Toyota,Manual,Saudi,Full,2020,2.4,24000,False,120000
2457,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,13081,False,38000
2458,Taurus,Makkah,Ford,Automatic,Other,Semi Full,2013,3.5,250,True,0
2459,Grand Marquis,Dammam,Mercury,Automatic,Saudi,Semi Full,2011,4.6,300000,False,27000
2460,Impala,Qassim,Chevrolet,Manual,Gulf Arabic,Standard,2016,3.0,88000,False,61000
2461,Datsun,Besha,Nissan,Manual,Saudi,Full,2013,2.4,202702,True,0
2462,Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2014,4.0,497480,True,0
2463,Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,82000,False,71000
2464,Sorento,Riyadh,Kia,Automatic,Saudi,Full,2016,3.5,93914,False,68500
2465,Pathfinder,Dammam,Nissan,Automatic,Saudi,Semi Full,2005,3.5,308,False,13000
2466,Malibu,Jeddah,Chevrolet,Automatic,Saudi,Full,2011,3.6,299,True,0
2467,LS,Riyadh,Lexus,Automatic,Saudi,Full,2008,8.0,383000,True,0
2468,Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2020,2.0,132000,False,53000
2469,UX,Jeddah,Lexus,Automatic,Saudi,Standard,2019,2.0,45000,False,130000
2470,LX,Riyadh,Lexus,Automatic,Other,Full,2004,4.7,274000,False,65000
2471,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2013,5.3,165000,True,0
2472,Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,3.0,61294,False,76500
2473,Suburban,Dammam,Chevrolet,Automatic,Saudi,Standard,2015,5.3,201000,False,105000
2474,Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Standard,2015,2.4,80000,False,45000
2475,CS75,Dammam,Changan,Automatic,Saudi,Full,2020,1.8,11000,False,70000
2476,H9,Qassim,HAVAL,Automatic,Saudi,Full,2021,2.0,508,True,0
2477,Land Cruiser,Jeddah,Toyota,Automatic,Gulf Arabic,Full,2017,5.7,120000,False,225000
2478,Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2017,2.5,173000,False,68000
2479,Camry,Dammam,Toyota,Automatic,Saudi,Standard,2014,2.4,183000,False,34000
2480,FJ,Taef,Toyota,Automatic,Saudi,Full,2012,4.0,348,False,65000
2481,H1,Al-Ahsa,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,245900,True,0
2482,Victoria,Jeddah,Ford,Automatic,Saudi,Full,2011,1.2,60000,False,55000
2483,F-Pace,Jeddah,Jaguar,Automatic,Saudi,Full,2018,2.5,70000,False,145000
2484,Tucson,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,2.0,72000,False,54000
2485,Coolray,Dammam,Geely,Automatic,Saudi,Semi Full,2020,1.5,280,False,62000
2486,E,Jeddah,Mercedes,Automatic,Gulf Arabic,Full,2016,2.1,43000,False,125000
2487,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2019,4.6,63000,False,252000
2488,Prado,Riyadh,Toyota,Automatic,Saudi,Full,2014,4.0,220,True,0
2489,C,Jeddah,Mercedes,Automatic,Other,Full,2020,3.0,33000,False,235000
2490,Cayenne,Jubail,Porsche,Automatic,Saudi,Full,2005,2.4,300000,True,0
2491,Land Cruiser Pickup,Jubail,Toyota,Manual,Saudi,Semi Full,2015,4.0,260000,False,60000
2492,Hilux,Tabouk,Toyota,Manual,Other,Full,2009,5.3,400,True,0
2493,Innova,Riyadh,Toyota,Automatic,Gulf Arabic,Standard,2015,2.7,749000,False,46000
2494,Maybach,Riyadh,Mercedes,Automatic,Saudi,Full,2019,6.0,29000,True,0
2495,Yukon,Riyadh,GMC,Automatic,Other,Standard,2016,5.3,32000,True,0
2496,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,171000,False,43000
2497,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,117000,False,33000
2498,Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2018,1.0,68000,False,125000
2499,Picanto,Jeddah,Kia,Automatic,Saudi,Semi Full,2012,1.5,200000,True,0
2500,Taurus,Aseer,Ford,Automatic,Saudi,Full,2015,3.5,214,True,0
2501,Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018,3.5,111,False,66000
2502,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,93000,False,35000
2503,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,382000,False,60000
2504,Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2020,3.0,11500,False,510000
2505,Cadenza,Riyadh,Kia,Automatic,Saudi,Full,2018,3.3,148884,False,65000
2506,Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,92000,False,72000
2507,Pajero,Dammam,Mitsubishi,Automatic,Saudi,Standard,2016,3.5,84000,False,42000
2508,Taurus,Abha,Ford,Automatic,Saudi,Standard,2015,3.5,279000,True,0
2509,S,Riyadh,Mercedes,Automatic,Saudi,Full,2001,3.0,299,True,0
2510,LX,Riyadh,Lexus,Automatic,Saudi,Full,2019,5.7,450000,True,0
2511,Marquis,Riyadh,Ford,Automatic,Saudi,Semi Full,2009,4.6,140000,False,22000
2512,Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,2.4,106000,False,56000
2513,Cerato,Jeddah,Kia,Automatic,Unknown,Standard,2012,1.6,265000,True,0
2514,Wrangler,Jeddah,Jeep,Automatic,Gulf Arabic,Semi Full,2018,4.0,32000,False,129000
2515,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,128000,False,35000
2516,Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,1.6,37000,True,0
2517,Yukon,Riyadh,GMC,Automatic,Gulf Arabic,Semi Full,2016,5.3,63000,False,140000
2518,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,47000,False,2314
2519,CS85,Jeddah,Changan,Automatic,Saudi,Full,2021,2.0,2500,False,98000
2520,Sierra,Makkah,GMC,Manual,Gulf Arabic,Standard,2002,1.4,252000,False,12500
2521,CLS,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2016,3.0,45000,False,168000
2522,Wrangler,Riyadh,Jeep,Automatic,Saudi,Full,2019,3.6,16000,False,181000
2523,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,74000,True,0
2524,Jimny,Riyadh,Suzuki,Manual,Saudi,Standard,2010,1.3,93000,False,14000
2525,GC7,Taef,Geely,Automatic,Saudi,Full,2015,1.6,140000,False,15000
2526,Datsun,Jeddah,Nissan,Manual,Saudi,Standard,2016,2.4,110014,True,0
2527,Yukon,Arar,GMC,Automatic,Saudi,Standard,2015,5.3,170000,False,102000
2528,Flex,Riyadh,Ford,Automatic,Saudi,Full,2013,3.5,71927,False,64000
2529,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,78781,False,47500
2530,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2017,5.3,176000,False,115000
2531,Corolla,Abha,Toyota,Manual,Saudi,Standard,2013,1.4,400000,True,0
2532,Patrol,Khobar,Nissan,Automatic,Saudi,Full,2016,4.0,183000,False,150000
2533,Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2017,2.7,143594,False,69000
2534,Copper,Dammam,MINI,Automatic,Gulf Arabic,Full,2016,2.0,110000,False,83000
2535,Camry,Al-Ahsa,Toyota,Manual,Saudi,Standard,2009,2.5,374000,False,25000
2536,LX,Dammam,Lexus,Automatic,Saudi,Full,2014,5.7,160000,False,188000
2537,Hilux,Riyadh,Toyota,Manual,Saudi,Full,2018,2.7,111000,False,63000
2538,Suburban,Jeddah,Chevrolet,Automatic,Saudi,Standard,2012,5.3,220,False,65000
2539,Maxima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2011,3.5,355000,False,20000
2540,Pajero,Dammam,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2017,3.5,129000,False,65000
2541,Expedition,Jeddah,Ford,Automatic,Saudi,Standard,2012,5.4,350000,False,30000
2542,Accord,Riyadh,Honda,Automatic,Saudi,Full,2018,1.5,106,True,0
2543,Sportage,Dammam,Kia,Automatic,Saudi,Full,2014,2.4,140000,False,45000
2544,6,Jubail,Mazda,Automatic,Saudi,Standard,2019,2.5,143000,False,68000
2545,360,Jeddah,MG,Automatic,Saudi,Full,2019,1.2,24000,False,36000
2546,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Standard,2016,3.5,45000,False,112000
2547,Charger,Al-Medina,Dodge,Automatic,Saudi,Full,2013,5.7,198000,False,42000
2548,Avalon,Jeddah,Toyota,Automatic,Other,Full,2017,3.5,117000,True,0
2549,Previa,Makkah,Toyota,Automatic,Gulf Arabic,Semi Full,2012,2.4,190000,True,0
2550,ES,Aseer,Lexus,Automatic,Other,Full,2016,1.5,100000,False,128000
2551,FJ,Jeddah,Toyota,Automatic,Saudi,Full,2014,4.0,190000,False,85000
2552,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,131408,False,69000
2553,Silverado,Dammam,Chevrolet,Automatic,Saudi,Standard,2010,5.3,143000,False,32000
2554,Cressida,Al-Medina,Toyota,Manual,Gulf Arabic,Semi Full,1996,2.4,60000,True,0
2555,Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2013,5.4,295000,True,0
2556,Edge,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2013,3.5,106000,False,45000
2557,Lancer,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2016,1.6,18000,False,39000
2558,Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2015,5.7,168000,False,110000
2559,Ciocca,Taef,Toyota,Automatic,Saudi,Semi Full,2011,5.7,240000,True,0
2560,S,Qassim,Mercedes,Automatic,Saudi,Full,2018,3.5,53700,True,0
2561,Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2013,5.6,223000,False,80000
2562,Elantra,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,1.6,59700,False,54500
2563,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,5.4,277000,True,0
2564,Panamera,Jeddah,Porsche,Automatic,Saudi,Full,2011,3.6,169000,True,0
2565,Tahoe,Riyadh,Chevrolet,Automatic,Unknown,Semi Full,2008,5.3,85000,True,0
2566,Accent,Riyadh,Hyundai,Automatic,Other,Standard,2013,1.4,240,True,0
2567,Land Cruiser 70,Taef,Toyota,Manual,Saudi,Full,1983,6.0,10000,True,0
2568,A7,Dammam,Audi,Automatic,Saudi,Full,2016,3.0,130000,False,125000
2569,Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,4.0,138000,False,132000
2570,KICKS,Riyadh,Nissan,Automatic,Saudi,Semi Full,2018,5.7,26000,True,0
2571,Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.1,96000,False,81000
2572,Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,2.4,62000,False,75000
2573,Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2012,2.0,202245,False,41000
2574,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2017,5.3,136000,False,108000
2575,GL,Makkah,Mercedes,Automatic,Saudi,Full,2013,5.0,147000,False,160000
2576,Avalon,Riyadh,Toyota,Automatic,Saudi,Full,2011,3.5,359000,False,60000
2577,Yukon,Riyadh,GMC,Automatic,Saudi,Full,2003,5.3,222000,False,27000
2578,Rav4,Al-Ahsa,Toyota,Automatic,Other,Standard,2017,2.5,91000,True,0
2579,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2015,5.7,153281,False,171500
2580,Sportage,Riyadh,Kia,Automatic,Saudi,Full,2020,1.6,7688,False,67000
2581,Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,87656,False,146500
2582,6,Jeddah,MG,Automatic,Saudi,Full,2019,2.0,107,False,50000
2583,Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,75000,False,66000
2584,Civic,Jeddah,Honda,Automatic,Saudi,Standard,2017,1.6,122,False,43000
2585,X,Dammam,BMW,Automatic,Saudi,Full,2015,3.6,62300,False,140000
2586,Range Rover,Makkah,Land Rover,Automatic,Saudi,Semi Full,2016,4.0,72000,False,280000
2587,Pathfinder,Riyadh,Nissan,Automatic,Saudi,Full,2007,3.5,200000,True,0
2588,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2013,4.0,200000,False,125000
2589,Camry,Taef,Toyota,Automatic,Saudi,Semi Full,2017,2.5,148000,True,0
2590,A5,Al-Medina,Audi,Automatic,Saudi,Full,2011,2.1,218000,False,40000
2591,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,66000,False,58000
2592,Delta,Taef,Daihatsu,Manual,Saudi,Semi Full,2012,4.0,300000,True,0
2593,Altima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2018,2.5,77000,False,65000
2594,GLE,Riyadh,Mercedes,Automatic,Saudi,Full,2018,3.0,40600,True,0
2595,Other,Jazan,Other,Manual,Other,Standard,2011,2.4,100000,True,0
2596,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,197000,False,92000
2597,Avalon,Jeddah,Toyota,Automatic,Saudi,Full,2016,3.5,60000,True,0
2598,Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,5.3,55000,False,168000
2599,Explorer,Jeddah,Ford,Automatic,Other,Standard,2010,6.6,190000,False,20000
2600,Land Cruiser,Makkah,Toyota,Manual,Saudi,Full,1999,4.7,238,False,40000
2601,Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.6,91700,False,48000
2602,Land Cruiser,Al-Ahsa,Toyota,Automatic,Other,Full,2015,4.6,139000,True,0
2603,Senta fe,Riyadh,Hyundai,Automatic,Saudi,Full,2013,3.3,237000,False,43000
2604,Carenz,Jeddah,Kia,Manual,Saudi,Standard,2008,2.0,350,False,12000
2605,Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2017,4.0,78000,False,182000
2606,Silverado,Aseer,Chevrolet,Automatic,Saudi,Semi Full,2014,4.3,52000,True,0
2607,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,84655,False,61500
2608,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2012,6.0,260000,False,52000
2609,Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2021,5.0,5700,True,0
2610,Sierra,Dammam,GMC,Automatic,Saudi,Semi Full,2020,5.3,60000,False,155000
2611,Picanto,Dammam,Kia,Automatic,Other,Standard,2015,1.0,85000,False,18000
2612,Suburban,Aseer,GMC,Automatic,Saudi,Semi Full,1990,3.5,140000,False,5000
2613,Optima,Tabouk,Kia,Automatic,Unknown,Semi Full,2018,2.4,125000,False,55000
2614,Camry,Jeddah,Toyota,Manual,Saudi,Standard,2010,2.0,550000,False,20000
2615,Victoria,Dammam,Ford,Automatic,Saudi,Standard,2012,4.5,220000,False,35000
2616,S300,Dammam,Chrysler,Automatic,Other,Full,2018,3.5,105000,False,112000
2617,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2016,1.5,97000,True,0
2618,The 5,Riyadh,BMW,Automatic,Saudi,Full,2009,2.3,216500,False,24000
2619,Camry,Arar,Toyota,Automatic,Saudi,Standard,2015,1.5,180,False,28000
2620,ES,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2016,3.5,86000,False,125000
2621,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,98696,False,45000
2622,Escalade,Najran,Cadillac,Automatic,Other,Full,2007,6.2,222000,True,0
2623,3,Al-Medina,Mazda,Automatic,Gulf Arabic,Semi Full,2016,1.6,130000,False,48000
2624,6,Al-Baha,Mazda,Automatic,Saudi,Semi Full,2009,3.7,299000,False,15000
2625,Tucson,Riyadh,Hyundai,Automatic,Other,Full,2016,2.0,230,False,50000
2626,C,Makkah,Mercedes,Automatic,Saudi,Full,2016,6.3,50000,True,0
2627,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.4,200,True,0
2628,3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,1.6,99000,False,45000
2629,Expedition,Jubail,Ford,Automatic,Saudi,Full,2004,5.4,231091,True,0
2630,ES,Riyadh,Lexus,Automatic,Saudi,Full,2015,3.5,85000,False,80000
2631,Expedition,Riyadh,Ford,Manual,Saudi,Full,2013,5.4,225299,False,66587
2632,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.4,151000,False,24000
2633,Cadenza,Arar,Kia,Automatic,Saudi,Semi Full,2018,1.6,7500,True,0
2634,Land Cruiser,Al-Medina,Toyota,Automatic,Gulf Arabic,Full,2021,4.6,9000,False,350000
2635,Yaris,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2015,1.5,94000,True,0
2636,Marquis,Riyadh,Ford,Automatic,Saudi,Full,1998,4.6,492360,True,0
2637,Superb,Riyadh,Škoda,Automatic,Other,Semi Full,2008,1.8,200000,False,15000
2638,Land Cruiser,Riyadh,Toyota,Manual,Gulf Arabic,Full,2004,5.7,385000,True,0
2639,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,168000,False,26000
2640,Carenz,Riyadh,Kia,Automatic,Saudi,Standard,2015,2.0,147,False,32000
2641,Patrol,Besha,Nissan,Automatic,Saudi,Standard,2019,4.0,54000,True,0
2642,Hilux,Jeddah,Toyota,Manual,Gulf Arabic,Semi Full,2016,2.7,60000,False,75000
2643,Traverse,Tabouk,Chevrolet,Automatic,Saudi,Semi Full,2016,3.6,56500,True,0
2644,Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,1.6,11000,False,63000
2645,Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,72000,False,42000
2646,Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2018,2.0,116,False,42000
2647,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,6.0,208647,False,74000
2648,Expedition,Dammam,Ford,Automatic,Other,Full,2008,1.8,299000,False,22000
2649,Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014,4.6,220000,False,135000
2650,Land Cruiser,Aseer,Toyota,Automatic,Saudi,Full,2016,1.0,86428,True,0
2651,6,Riyadh,Mazda,Automatic,Saudi,Standard,2020,2.5,78000,False,76000
2652,Explorer,Dammam,Ford,Automatic,Other,Full,2016,3.6,131000,False,113000
2653,Hilux,Dammam,Toyota,Manual,Unknown,Full,2016,2.7,342125,True,0
2654,Caprice,Dammam,Chevrolet,Automatic,Other,Full,2004,6.0,400,True,0
2655,H1,Dammam,Hyundai,Manual,Saudi,Standard,2017,2.4,100000,True,0
2656,Hiace,Riyadh,Toyota,Manual,Saudi,Semi Full,2014,2.0,188000,False,44000
2657,Cerato,Dammam,Kia,Automatic,Saudi,Standard,2014,1.6,160000,False,24000
2658,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,58000,False,39000
2659,H1,Aseer,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,49000,False,70000
2660,S300,Jeddah,Chrysler,Automatic,Saudi,Full,2014,3.6,94000,True,0
2661,CLS,Dammam,Mercedes,Automatic,Saudi,Full,2007,6.3,340000,False,21000
2662,Elantra,Aseer,Hyundai,Automatic,Saudi,Full,2021,2.0,14000,True,0
2663,Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2010,2.7,573000,False,37000
2664,Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2018,2.7,126000,False,82000
